Feature.ID	Taxon	Confidence
770d2c979be081ed11edb1768e5d92f5	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999995067
2451dff4d6e9d28d373a9badf6fb55b1	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999971269
e63d2cf0037b686b9662cd58d2effed8	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999993761
3a9102e9e09d002f9bb8800ed976198c	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999997398
e5f4a53cbad6a9e12a511707b2f57dea	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999797529217
b4b13739d7373c0f8d44bc7155cc196f	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999995405
4bbf0097559422b86bb690aa392621f1	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.99999999999594
406816de9f144e042f10ffafd10cc0c3	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999994619
8fada73b73df705f387001f870a3b5e4	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999993141
ea8a7802536edf83f85b33547829e5fa	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999957046
d4038bee291c5741ef489c06fa89c04d	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999990528
81659c14691e1fa1b050de58eb69109f	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999992321
c7093e5fb5ef58e5dad1ca85f7285679	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999998393
a610489119fbd2672f90a0e1ecb9152c	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999599414
1e8086c2ba56cbece67e9a77c811ad17	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999979864
a8fa598f38c619744a821a0fb304f2ce	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999969984
c7cbf5cf2210ac689b6329a6f1f51040	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.99999999999014
35a6635f3334b81cc52ff5de1b1ba4ce	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999950822
27aa58680da8b0e8eaa0fda44130c5f9	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999979042
2b3015898e400071285e9a1ca8f8a03a	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999988246
c32c1c8d34d81260507adf8ad491b8fe	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.99999999999015
3f048ddefe10c21bc0a17602f80d4592	d__Eukaryota(Metazoa);p__Annelida;c__Clitellata;o__Haplotaxida	0.999999999919317
